CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
714005508,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,36,2,2,4146,2027,4323,64
716354883,Attrited Customer,59,F,0,Graduate,Unknown,Unknown,Blue,49,2,2,9076,0,3048,53
788327358,Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,54,1,3,9070,2097,8440,102
714190983,Attrited Customer,51,F,2,Graduate,Single,Unknown,Platinum,32,2,3,34516,531,5418,65
712990458,Existing Customer,44,F,3,Graduate,Married,Unknown,Silver,34,2,1,31699,1976,13653,113
811793433,Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,45,2,2,34516,2381,15071,103
766649283,Existing Customer,49,F,3,Graduate,Divorced,Unknown,Blue,42,2,3,14072,1917,13432,107
715249533,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,36,3,2,3375,0,13992,103
819051183,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,42,4,3,16349,1925,16207,114
714949758,Existing Customer,51,F,3,Graduate,Single,Unknown,Platinum,42,3,4,34516,1913,16712,123
789172683,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,45,6,0,2283,1430,1741,27
721074183,Existing Customer,49,M,1,Doctorate,Married,$60K - $80K,Blue,36,4,3,24159,1196,1111,24
721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,2,7577,2480,1409,35
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,3,16427,1682,1579,36
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,3,23138,1727,1612,39
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,4,1,19665,706,1110,58
715041333,Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,29,3,3,3537,2517,1605,43
780326883,Existing Customer,53,M,2,Doctorate,Married,$60K - $80K,Blue,40,3,3,11262,1435,2165,61
712373208,Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,2,3312,0,647,19
778971408,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,4,2803,1848,1968,64
709426608,Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,4,5248,1816,2305,45
814833408,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,4,6036,1409,1741,45
808750458,Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,10029,606,2192,58
719692983,Existing Customer,36,M,2,Doctorate,Married,$60K - $80K,Blue,30,3,4,4934,1504,2747,42
769095558,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3,2,9055,1560,1755,45
790102008,Existing Customer,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,6,3,5924,1023,3305,80
774437583,Existing Customer,55,M,1,Doctorate,Married,$60K - $80K,Blue,49,6,4,4597,2442,1504,38
778973658,Existing Customer,55,M,0,Doctorate,Married,$60K - $80K,Blue,36,4,4,4980,906,2273,66
712060158,Existing Customer,35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,3,2598,1645,2483,59
716154258,Existing Customer,48,M,4,Doctorate,Unknown,$60K - $80K,Silver,38,3,2,32658,1482,2023,37
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,5,4,9944,1606,3159,69
780715683,Existing Customer,41,M,3,Doctorate,Single,$60K - $80K,Blue,30,4,3,13602,0,3582,69
716805408,Existing Customer,52,M,3,Doctorate,Married,$60K - $80K,Blue,40,6,2,5376,804,4511,74
712751133,Attrited Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,11328,1369,1829,42
714532158,Existing Customer,55,M,1,Doctorate,Single,$60K - $80K,Blue,36,3,3,15221,1166,3848,68
714537258,Existing Customer,48,M,3,Doctorate,Married,$60K - $80K,Blue,36,3,1,8876,1132,3779,78
793717608,Existing Customer,39,M,0,Doctorate,Single,$60K - $80K,Blue,33,6,0,10452,1120,3592,79
711175083,Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,4,3,9110,0,2999,75
806995683,Existing Customer,61,M,0,Doctorate,Single,$60K - $80K,Blue,56,4,3,4783,2517,2870,50
708705783,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,1,1584,1214,2628,41
712967508,Existing Customer,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,36,4,2,2572,1093,5038,86
720031908,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,5,1,4370,0,4326,74
780086658,Attrited Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,4,18229,0,2060,39
768167358,Existing Customer,37,M,4,Doctorate,Single,$60K - $80K,Blue,31,6,0,1702,1018,4301,86
719042208,Existing Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,4,4,2067,1250,4565,65
718471758,Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver,37,5,2,30976,2051,3193,69
714046608,Existing Customer,49,M,0,Doctorate,Married,$60K - $80K,Blue,39,5,3,19719,1395,3572,73
712942308,Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,36,6,3,11535,1527,3730,67
789487308,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,39,3,2,10033,0,4106,78
721072908,Existing Customer,51,M,0,Doctorate,Single,$60K - $80K,Blue,36,6,3,3232,1346,5102,69
809844108,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,43,2,1,8086,0,4775,78
721041483,Attrited Customer,45,M,4,Doctorate,Married,$60K - $80K,Blue,37,1,2,13093,2517,2032,39
719237058,Existing Customer,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,1,1790,891,4498,96
713537733,Existing Customer,46,M,4,Doctorate,Unknown,$60K - $80K,Gold,36,2,3,34516,1426,7582,95
779349783,Existing Customer,46,M,3,Doctorate,Married,$60K - $80K,Blue,31,2,2,21161,1198,13119,104
714003483,Existing Customer,37,M,1,Doctorate,Unknown,$60K - $80K,Blue,36,1,1,7539,0,15293,129
715052583,Existing Customer,45,M,3,Doctorate,Single,$60K - $80K,Silver,34,3,1,27494,879,14375,112
718665033,Attrited Customer,44,M,5,Doctorate,Single,$60K - $80K,Silver,36,2,4,34140,0,8177,76
714791208,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,3,3482,2114,1039,24
718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,9512,1082,1007,22
818942433,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,6,1,9376,1288,1562,33
712159083,Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,46,2,3,2536,0,901,35
718675158,Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,4,3,1438.3,361,850,22
718206783,Existing Customer,45,F,4,Unknown,Single,Less than $40K,Gold,36,6,3,15987,1648,1436,36
787595658,Existing Customer,57,F,3,Unknown,Single,Less than $40K,Blue,29,6,1,8801,1421,1104,31
714414483,Existing Customer,54,F,0,Unknown,Married,Less than $40K,Blue,44,6,1,2945,2206,1503,35
713670333,Existing Customer,60,M,1,Unknown,Single,Less than $40K,Blue,52,5,2,2486,1464,1378,27
712240083,Attrited Customer,38,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,3730,2517,858,22
714790008,Existing Customer,38,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,3764,0,1572,57
812801958,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,50,5,4,3566,1401,2425,54
716870583,Existing Customer,36,F,3,Unknown,Married,Less than $40K,Blue,36,6,3,2786,1628,2853,55
713216883,Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue,55,4,4,3500,1904,2003,41
712452033,Existing Customer,26,M,1,Unknown,Single,Less than $40K,Blue,13,6,3,2479,828,2225,44
805261983,Existing Customer,35,F,4,Unknown,Married,Less than $40K,Blue,30,6,4,1626,979,2847,61
710241858,Existing Customer,39,F,4,Unknown,Married,Less than $40K,Blue,31,6,4,2890,0,2040,36
715499808,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,36,4,4,3552,2517,1342,26
779474958,Existing Customer,35,F,3,Unknown,Single,Less than $40K,Blue,17,6,1,2956,1823,2144,58
754671558,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,43,6,4,2999,1958,2073,48
721385433,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,51,3,4,2787,1201,1662,39
772401933,Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,26,3,2,2517,0,3569,62
720016308,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,1927,1319,4199,77
772277508,Existing Customer,65,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,2209,0,3292,52
709562358,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,43,6,5,5353,1594,4456,79
721493883,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,35,5,2,5195,0,3313,69
710728458,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,36,3,2,7075,1396,4409,75
712653183,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,36,4,4,1976,1694,3675,81
714377058,Attrited Customer,63,F,1,Unknown,Single,Less than $40K,Blue,36,3,4,1896,0,2186,50
712542258,Existing Customer,47,F,5,Unknown,Married,Less than $40K,Blue,40,5,3,2950,2000,4742,79
772177308,Existing Customer,47,F,2,Unknown,Unknown,Less than $40K,Blue,36,4,2,1738,0,2572,62
711393483,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,36,4,1,2432,0,4340,76
719314683,Existing Customer,50,F,2,Unknown,Divorced,Less than $40K,Blue,36,3,4,2855,527,3645,69
789025083,Existing Customer,40,M,4,Unknown,Unknown,Less than $40K,Blue,27,5,0,1438.3,860,4655,82
717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,6,4,3212,2517,4284,69
713905608,Existing Customer,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,2,8869,0,3270,63
715406658,Attrited Customer,47,F,1,Unknown,Single,Less than $40K,Blue,37,4,1,2173,596,2738,45
770942283,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,2,3670,0,4811,68
716702358,Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,33,5,2,2337,698,4048,83
716739258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,33,5,4,1438.3,0,3932,62
720333783,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,33,3,4,4941,786,3822,50
708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,2,3245,0,1977,29
719325783,Attrited Customer,65,M,2,Unknown,Single,Less than $40K,Blue,36,4,3,2954,2517,1909,28
715215108,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,46,4,3,2611,1573,4899,68
709283358,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,29,6,3,2895,0,2473,42
803973483,Existing Customer,49,F,3,Unknown,Single,Less than $40K,Blue,44,4,4,1546,0,4496,83
714614133,Attrited Customer,53,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,2819,0,2128,39
712242633,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,6,4,2677,2517,3911,76
716251608,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,6,4,2051,0,4355,87
712479633,Attrited Customer,31,F,1,Unknown,Single,Less than $40K,Blue,20,3,2,1695,0,2428,43
773257233,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,39,4,3,7128,1457,3534,70
719216508,Existing Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,5,1,3258,2517,4960,77
715410783,Attrited Customer,55,F,1,Unknown,Single,Less than $40K,Blue,36,5,3,1836,572,2400,34
708357183,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,38,4,3,1438.3,0,3511,64
708989358,Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue,18,3,1,2023,1587,4391,79
771723408,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,25,3,4,1690,0,2645,60
715029333,Existing Customer,52,F,2,Unknown,Divorced,Less than $40K,Blue,36,4,3,2111,0,4459,72
710343783,Existing Customer,37,F,5,Unknown,Married,Less than $40K,Blue,29,6,2,2140,0,4610,65
708621408,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Blue,28,3,1,1438.3,0,4173,82
718285308,Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,31,6,1,1438.3,0,3576,55
804344733,Existing Customer,46,F,3,Unknown,Single,Less than $40K,Blue,41,3,2,1937,916,4303,89
815320383,Attrited Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,41,5,2,4710,0,2690,43
716662683,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,45,6,3,3185,1820,5069,81
713193408,Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,52,3,3,2533,2076,3816,75
720742083,Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,36,4,3,2740,2425,2431,46
708244458,Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,35,3,2,2793,1517,3485,72
718702908,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,6,1,1543,1041,4312,84
713891133,Attrited Customer,41,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,1438.3,834,1890,43
709243533,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,41,5,2,2555,1815,4552,75
721449408,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,25,6,1,2812,2029,4763,74
718178583,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,3,1,4710,1604,4663,78
712733958,Attrited Customer,46,F,2,Unknown,Single,Less than $40K,Blue,36,6,3,1731,0,2304,46
717219933,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35,4,6,2402,628,1930,48
721480158,Attrited Customer,50,F,2,Unknown,Married,Less than $40K,Blue,43,3,2,1438.3,910,2370,44
712673283,Existing Customer,36,F,4,Unknown,Single,Less than $40K,Blue,26,3,3,1438.3,0,4886,85
713706258,Existing Customer,52,F,1,Unknown,Single,Less than $40K,Blue,43,6,1,1438.3,773,4890,63
717211608,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,34,6,2,4975,1221,4776,68
717125958,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,38,6,1,2652,1581,4747,80
788835408,Attrited Customer,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,2910,0,2648,41
717878883,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,3,0,1438.3,0,4463,71
711494208,Existing Customer,52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,2846,1606,5092,86
713906508,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,2837,834,3892,69
719373558,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,1,6275,0,4308,75
721246833,Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,6,3,1953,1089,4636,70
789121233,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,41,5,3,2329,2290,4609,76
711766758,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,30,3,1,1531,987,4373,67
709432833,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,1472,1196,4859,73
720823458,Existing Customer,59,F,2,Unknown,Married,Less than $40K,Blue,46,2,2,5218,1907,4658,85
709810458,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,0,1579,768,4241,72
711234783,Attrited Customer,44,F,4,Unknown,Married,Less than $40K,Blue,28,5,3,2020,0,2621,45
714924483,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,46,2,2,4628,2327,4226,92
717307158,Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,1853,1314,5331,79
715380483,Existing Customer,54,F,5,Unknown,Single,Less than $40K,Blue,49,2,2,1476,0,4462,75
799717458,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,36,2,3,2515,1453,4025,74
712874433,Existing Customer,45,M,3,Unknown,Single,Less than $40K,Blue,36,2,0,2326,642,5413,90
812218908,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,2,2,4065,2517,2899,51
717008358,Existing Customer,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,6540,0,7919,88
716045508,Existing Customer,40,F,2,Unknown,Single,Less than $40K,Blue,36,2,3,3569,1054,7963,85
709871658,Existing Customer,47,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,7136,2345,7729,86
788618208,Existing Customer,42,F,5,Unknown,Single,Less than $40K,Blue,30,2,3,8325,0,8198,90
712984983,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,30,1,2,2248,1853,7739,101
823848183,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Platinum,35,1,3,15987,1494,8438,92
716260833,Attrited Customer,56,F,5,Unknown,Single,Less than $40K,Blue,36,6,5,4668,2517,8331,63
716430933,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,36,2,2,3973,0,13740,131
708573933,Existing Customer,45,F,2,Unknown,Single,Less than $40K,Silver,36,2,3,13026,789,14747,100
714128283,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Silver,40,2,2,13411,1736,12493,113
718758783,Existing Customer,44,F,4,Unknown,Single,Less than $40K,Silver,36,2,3,13067,1943,15172,118
771292233,Existing Customer,48,F,1,Unknown,Single,Less than $40K,Blue,36,1,2,3918,813,15867,103
756371058,Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,40,1,3,3944,1006,15315,124
721171008,Existing Customer,31,F,1,Unknown,Married,Less than $40K,Silver,36,2,1,10353,1520,15028,124
815840283,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,46,1,3,7744,1893,16059,124
719118708,Attrited Customer,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,5855,0,9202,80
771769383,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,31,2,2,2940,0,14792,120
787621158,Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,6242,491,2187,59
788485908,Existing Customer,44,M,3,Unknown,Married,$60K - $80K,Blue,37,3,3,6224,0,1463,34
719999508,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,24,3,2,11894,816,2438,45
780078333,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,41,3,2,5887,659,1193,26
770764908,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,25,5,3,3071,2517,1765,36
716029158,Existing Customer,59,M,0,Unknown,Married,$60K - $80K,Blue,36,6,5,4230,1366,1480,35
815838633,Existing Customer,34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,3,3890,2286,1889,51
780686358,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,30,3,1,2888,1676,3798,58
716645883,Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36,3,2,13867,0,4297,68
788159433,Existing Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,45,5,2,22558,818,3855,70
711220683,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Blue,36,4,3,11770,1813,3280,70
714496083,Existing Customer,51,M,3,Unknown,Single,$60K - $80K,Blue,43,4,3,6649,1781,1609,28
720578058,Existing Customer,53,M,4,Unknown,Single,$60K - $80K,Blue,42,3,4,8386,2375,4101,67
717825033,Existing Customer,50,M,0,Unknown,Divorced,$60K - $80K,Blue,36,3,2,5444,2499,4509,80
711646908,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,3,7821,2517,2010,43
720575058,Existing Customer,47,M,3,Unknown,Single,$60K - $80K,Blue,36,3,1,2589,1693,4259,83
770268933,Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,2,33521,928,4115,66
807426033,Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,32,4,1,2865,1176,3462,61
816850458,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,4,1698,0,2448,40
721115733,Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36,5,2,1591,894,3698,79
716653758,Existing Customer,55,M,0,Unknown,Single,$60K - $80K,Blue,36,3,3,1467,0,4226,74
713866308,Existing Customer,45,M,4,Unknown,Single,$60K - $80K,Blue,36,5,1,15100,2004,4135,76
717915783,Attrited Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,3,4541,1037,2829,44
771872733,Existing Customer,38,M,0,Unknown,Married,$60K - $80K,Blue,26,5,1,3809,1521,4666,69
715932708,Existing Customer,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,4,1,5813,1614,4365,75
719123958,Attrited Customer,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27,2,3,5051,0,2137,45
750995508,Attrited Customer,41,M,3,Unknown,Single,$60K - $80K,Blue,32,1,3,4697,1046,1679,29
778716783,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,32,1,1,11552,1970,7180,96
713236458,Existing Customer,55,M,4,Unknown,Single,$60K - $80K,Blue,48,2,3,18980,2517,8295,113
708662583,Attrited Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,29,1,4,27945,0,8345,70
718692258,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Blue,34,1,1,3755,1591,14402,110
719701383,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,3,5175,0,14304,99
767348733,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,49,3,3,4058,793,15865,105
721148358,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,1,12860,0,1348,27
710406633,Attrited Customer,51,F,3,Uneducated,Married,Unknown,Blue,36,3,2,3664,0,1168,31
716375883,Existing Customer,53,F,3,Uneducated,Married,Unknown,Blue,36,6,2,2447,1558,1716,38
708132783,Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,42,6,2,16411,1179,3929,71
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2,2,2751,2253,2108,40
717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,32,3,3,3056,2038,4734,73
709166883,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,27,6,1,5363,0,4121,78
709045683,Existing Customer,42,F,3,Uneducated,Married,Unknown,Blue,30,3,1,3549,0,3921,63
718421808,Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43,6,2,3068,1765,4611,73
815908908,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,42,3,3,6263,2517,2613,50
712410858,Existing Customer,50,F,4,Uneducated,Married,Unknown,Blue,40,4,3,2315,1336,4143,65
720205608,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,36,6,1,4222,0,4487,77
718806783,Attrited Customer,46,F,3,Uneducated,Married,Unknown,Blue,36,2,1,2872,357,2629,41
772271508,Attrited Customer,46,F,3,Uneducated,Single,Unknown,Blue,35,2,3,1706,0,2320,42
709238358,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,39,1,2,19387,810,7604,87
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,3,2,10790,1930,1052,16
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,3,2641,1257,1439,39
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,6,3,9476,0,1128,27
778506633,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23,6,3,7706,392,965,27
779506158,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,22,3,2,3214,2257,2516,42
788915283,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,29,5,2,2304,1589,1273,36
720445533,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,53,4,3,3346,922,1276,21
708445608,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,37,4,3,3305,2517,2027,57
717843783,Existing Customer,33,F,1,College,Single,Less than $40K,Silver,17,4,2,13431,1583,2338,71
712470033,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,30,6,3,4539,2053,2960,67
720921408,Existing Customer,46,F,2,College,Single,Less than $40K,Blue,36,6,4,1996,1544,3760,69
717740658,Existing Customer,55,F,2,College,Married,Less than $40K,Blue,45,5,4,1850,942,4134,78
720570333,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,5,0,1912,1163,4786,81
713263758,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,45,3,2,2312,1997,5085,78
812488608,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,39,6,3,5024,2209,4908,73
770753733,Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28,4,2,3044,1865,4854,85
715025208,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,46,5,3,3119,1778,4168,63
714533058,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,43,4,3,1438.3,721,4606,86
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,Blue,32,6,3,2225,0,4917,84
718670808,Existing Customer,59,F,0,College,Married,Less than $40K,Blue,51,6,0,1438.3,0,4817,81
772073508,Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,41,5,6,1764,0,2740,47
709982658,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,31,4,3,9759,2038,4226,77
789692283,Existing Customer,47,F,5,College,Single,Less than $40K,Blue,34,4,2,5950,0,4655,66
716028108,Existing Customer,35,F,2,College,Single,Less than $40K,Blue,18,6,0,2658,0,4667,83
819351258,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,37,5,2,2238,1693,5339,86
718570158,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,44,3,2,2901,2517,4731,83
720357483,Existing Customer,46,F,1,College,Married,Less than $40K,Blue,23,5,1,1723,1010,4112,82
718941183,Existing Customer,48,F,1,College,Married,Less than $40K,Blue,38,5,2,1832,748,4376,87
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,3,5523,2517,4170,80
716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46,2,3,3282,2262,4674,84
771106458,Existing Customer,54,F,4,College,Married,Less than $40K,Blue,41,1,2,2444,1313,4609,61
716365233,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,36,1,3,1665,964,4881,75
719953383,Existing Customer,38,F,4,College,Single,Less than $40K,Blue,27,2,3,1438.3,0,4564,79
812794983,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,2,2,4086,1974,7932,87
711830433,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,32,1,1,7926,1051,7677,87
719694408,Attrited Customer,30,F,1,College,Single,Less than $40K,Blue,36,4,6,4541,0,7996,80
708300483,Attrited Customer,66,F,0,Doctorate,Married,Unknown,Blue,56,5,3,7882,605,704,16
770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2,2,2521,1608,1328,33
710665533,Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,23,4,2,24602,1660,1337,44
715042608,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,36,5,4,8058,791,2742,42
718627458,Existing Customer,43,F,3,Doctorate,Married,Unknown,Blue,38,3,2,1947,0,2119,52
789952158,Existing Customer,34,F,1,Doctorate,Married,Unknown,Blue,25,4,3,2318,2069,2689,57
